"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
530,"1","damaged_bottle","2025-10-27T19:11:25.164574Z",1354,"/data/upload/6/5b6b211e-frame_0000t_43.jpg",14.0,"2025-10-27T19:11:25.164574Z"
531,"1","damaged_bottle","2025-10-27T19:11:39.947189Z",1355,"/data/upload/6/948730d0-frame_0000t_44.jpg",12.524,"2025-10-27T19:11:39.947189Z"
532,"1","ok_bottle","2025-10-27T19:11:50.873267Z",1359,"/data/upload/6/16c77402-frame_0000t_48.jpg",3.942,"2025-10-27T19:11:50.873267Z"
533,"1","ok_bottle","2025-10-27T19:12:07.331027Z",1363,"/data/upload/6/03479aa6-frame_0000t_52.jpg",4.74,"2025-10-27T19:12:07.331027Z"
534,"1","ok_bottle","2025-10-27T19:12:13.106921Z",1364,"/data/upload/6/92ed68c6-frame_0000t_53.jpg",3.667,"2025-10-27T19:12:13.106921Z"
536,"1","ok_bottle","2025-10-27T19:12:55.653899Z",1367,"/data/upload/6/84c11aac-frame_0000t_56.jpg",3.112,"2025-10-27T19:12:55.653899Z"
535,"1","ok_bottle","2025-10-27T19:12:50.910404Z",1368,"/data/upload/6/f7b9ae56-frame_0000t_57.jpg",3.978,"2025-10-27T19:12:50.910404Z"
537,"1","damaged_bottle","2025-10-27T19:13:11.269310Z",1372,"/data/upload/6/c47dea85-frame_0000t_61.jpg",4.29,"2025-10-27T19:13:11.269310Z"
538,"1","damaged_bottle","2025-10-27T19:13:16.705352Z",1373,"/data/upload/6/9f5e04ac-frame_0000t_62.jpg",3.885,"2025-10-27T19:13:16.705352Z"
539,"1","ok_bottle","2025-10-27T19:13:23.060115Z",1377,"/data/upload/6/f2fda7fd-frame_0000t_66.jpg",3.358,"2025-10-27T19:13:23.060115Z"
540,"1","ok_bottle","2025-10-27T19:13:28.927553Z",1378,"/data/upload/6/2fa70c08-frame_0000t_67.jpg",3.256,"2025-10-27T19:13:28.927553Z"
541,"1","damaged_bottle","2025-10-27T19:13:39.665806Z",1381,"/data/upload/6/45076133-frame_0000t_70.jpg",2.925,"2025-10-27T19:13:39.665806Z"
542,"1","damaged_bottle","2025-10-27T19:13:47.280447Z",1382,"/data/upload/6/d3c8c7b0-frame_0000t_71.jpg",5.876,"2025-10-27T19:13:47.280447Z"
543,"1","ok_bottle","2025-10-27T19:14:00.593489Z",1386,"/data/upload/6/654eefd5-frame_0000t_75.jpg",4.985,"2025-10-27T19:14:00.593489Z"
544,"1","ok_bottle","2025-10-27T19:14:22.754373Z",1396,"/data/upload/6/b85fe72d-frame_0000t_85.jpg",3.207,"2025-10-27T19:14:22.754373Z"
545,"1","ok_bottle","2025-10-27T19:14:27.796024Z",1397,"/data/upload/6/b4395b85-frame_0000t_86.jpg",2.876,"2025-10-27T19:14:27.796024Z"
546,"1","ok_bottle","2025-10-27T19:14:35.861952Z",1400,"/data/upload/6/33e37805-frame_0000t_89.jpg",5.059,"2025-10-27T19:14:35.861952Z"
547,"1","ok_bottle","2025-10-27T19:14:40.337829Z",1401,"/data/upload/6/81eac23d-frame_0000t_90.jpg",2.916,"2025-10-27T19:14:40.337829Z"
548,"1","ok_bottle","2025-10-27T19:14:47.319944Z",1406,"/data/upload/6/af06ea5d-frame_0000t_95.jpg",3.441,"2025-10-27T19:14:47.319944Z"
549,"1","ok_bottle","2025-10-27T19:15:25.269285Z",1411,"/data/upload/6/d9dcc86f-frame_0000t_100.jpg",2.894,"2025-10-27T19:15:25.269285Z"
551,"1","ok_bottle","2025-10-27T19:15:40.074392Z",1415,"/data/upload/6/5b33c77d-frame_0000t_104.jpg",2.727,"2025-10-27T19:15:40.074392Z"
550,"1","ok_bottle","2025-10-27T19:15:35.648286Z",1416,"/data/upload/6/56e459b0-frame_0000t_105.jpg",5.366,"2025-10-27T19:15:35.648286Z"
552,"1","ok_bottle","2025-10-27T19:15:59.561453Z",1423,"/data/upload/6/8dc28932-frame_0000t_112.jpg",7.197,"2025-10-27T19:15:59.561453Z"
553,"1","ok_bottle","2025-10-27T19:16:11.985720Z",1426,"/data/upload/6/bcee749e-frame_0000t_115.jpg",3.559,"2025-10-27T19:16:11.985720Z"
554,"1","ok_bottle","2025-10-27T19:16:23.501215Z",1429,"/data/upload/6/9b993867-frame_0000t_118.jpg",5.893,"2025-10-27T19:16:23.501215Z"
555,"1","ok_bottle","2025-10-27T19:16:42.245245Z",1437,"/data/upload/6/00ebfe31-frame_0000t_126.jpg",3.175,"2025-10-27T19:16:42.245245Z"
556,"1","ok_bottle","2025-10-27T19:16:46.008415Z",1438,"/data/upload/6/84d16a45-frame_0000t_127.jpg",2.159,"2025-10-27T19:16:46.008415Z"
557,"1","ok_bottle","2025-10-27T19:16:59.720814Z",1441,"/data/upload/6/8d8893d8-frame_0000t_130.jpg",9.13,"2025-10-27T19:16:59.720814Z"
559,"1","dirty_bottle","2025-10-27T19:17:21.728699Z",1443,"/data/upload/6/c9a8aeb1-frame_0000t_132.jpg",4.436,"2025-10-27T19:17:21.728699Z"
558,"1","dirty_bottle","2025-10-27T19:17:12.171893Z",1444,"/data/upload/6/6e7b4119-frame_0000t_133.jpg",7.588,"2025-10-27T19:17:12.171893Z"
560,"1","ok_bottle","2025-10-27T19:17:31.229714Z",1447,"/data/upload/6/38dfafff-frame_0000t_136.jpg",5.586,"2025-10-27T19:17:31.229714Z"
561,"1","dirty_bottle","2025-10-27T19:17:38.878796Z",1449,"/data/upload/6/5fab8b58-frame_0000t_138.jpg",5.768,"2025-10-27T19:17:38.878796Z"
562,"1","dirty_bottle","2025-10-27T19:17:44.345971Z",1450,"/data/upload/6/747ec860-frame_0000t_139.jpg",4.018,"2025-10-27T19:17:44.347049Z"
563,"1","ok_bottle","2025-10-27T19:17:53.977428Z",1453,"/data/upload/6/c5a4f8b4-frame_0000t_142.jpg",4.172,"2025-10-27T19:17:53.977428Z"
564,"1","oldmark_bottle","2025-10-27T19:18:01.481094Z",1456,"/data/upload/6/086019f1-frame_0000t_145.jpg",4.694,"2025-10-27T19:18:01.481094Z"
565,"1","oldmark_bottle","2025-10-27T19:18:07.518857Z",1457,"/data/upload/6/eb0c7683-frame_0000t_146.jpg",3.782,"2025-10-27T19:18:07.518857Z"
566,"1","ok_bottle","2025-10-27T19:18:15.573649Z",1461,"/data/upload/6/d7a983c9-frame_0000t_150.jpg",3.741,"2025-10-27T19:18:15.573649Z"
567,"1","ok_bottle","2025-10-27T19:18:21.059181Z",1462,"/data/upload/6/7e69bf49-frame_0000t_151.jpg",3.086,"2025-10-27T19:18:21.059181Z"
568,"1","ok_bottle","2025-10-27T19:18:40.614346Z",1470,"/data/upload/6/a9be7793-frame_0000t_159.jpg",5.606,"2025-10-27T19:18:40.614346Z"
569,"1","ok_bottle","2025-10-27T19:18:47.625216Z",1473,"/data/upload/6/b2b09ddf-frame_0000t_162.jpg",3.315,"2025-10-27T19:18:47.625216Z"
570,"1","dirty_bottle","2025-10-27T19:19:01.565471Z",1477,"/data/upload/6/597450cb-frame_0000t_166.jpg",4.849,"2025-10-27T19:19:01.565471Z"
571,"1","ok_bottle","2025-10-27T19:19:12.655721Z",1486,"/data/upload/6/e0c1e16f-frame_0000t_175.jpg",3.028,"2025-10-27T19:19:12.655721Z"
572,"1","ok_bottle","2025-10-27T19:19:43.256066Z",1494,"/data/upload/6/ab1fb5bb-frame_0000t_183.jpg",5.301,"2025-10-27T19:19:43.256066Z"
573,"1","ok_bottle","2025-10-27T19:20:05.455350Z",1500,"/data/upload/6/86c6f952-frame_0000t_189.jpg",3.58,"2025-10-27T19:20:05.455350Z"
574,"1","ok_bottle","2025-10-27T19:24:05.565979Z",1503,"/data/upload/6/72505bde-frame_0000t_192.jpg",236.897,"2025-10-27T19:24:05.565979Z"
575,"1","ok_bottle","2025-10-27T19:24:44.503084Z",1510,"/data/upload/6/b92fb273-frame_0000t_199.jpg",4.477,"2025-10-27T19:24:44.503084Z"
576,"1","ok_bottle","2025-10-27T19:24:49.107939Z",1511,"/data/upload/6/1ce9da40-frame_0000t_200.jpg",3.089,"2025-10-27T19:24:49.107939Z"
579,"1","ok_bottle","2025-10-27T19:26:10.179183Z",1528,"/data/upload/6/10245344-frame_0000t_217.jpg",5.101,"2025-10-27T19:26:10.179183Z"
577,"1","damaged_bottle","2025-10-27T19:25:55.474908Z",1532,"/data/upload/6/4b6ffa75-frame_0000t_221.jpg",5.201,"2025-10-27T19:25:55.474908Z"
578,"1","damaged_bottle","2025-10-27T19:26:02.221253Z",1533,"/data/upload/6/8334eb19-frame_0000t_222.jpg",4.37,"2025-10-27T19:26:02.221253Z"
580,"1","dirty_bottle","2025-10-27T19:26:29.705211Z",1536,"/data/upload/6/09437bb3-frame_0000t_225.jpg",4.815,"2025-10-27T19:26:29.705211Z"
581,"1","ok_bottle","2025-10-27T19:26:39.892740Z",1541,"/data/upload/6/5a446129-frame_0000t_230.jpg",4.492,"2025-10-27T19:26:39.892740Z"
582,"1","dirty_bottle","2025-10-27T19:26:48.887902Z",1544,"/data/upload/6/4be0c1fd-frame_0000t_233.jpg",5.061,"2025-10-27T19:26:48.887902Z"
583,"1","dirty_bottle","2025-10-27T19:26:54.289666Z",1545,"/data/upload/6/3bd3b69e-frame_0000t_234.jpg",3.908,"2025-10-27T19:26:54.289666Z"
585,"1","damaged_bottle","2025-10-27T19:27:17.810338Z",1552,"/data/upload/6/8eedec74-frame_0000t_241.jpg",5.801,"2025-10-27T19:27:17.810338Z"
584,"1","damaged_bottle","2025-10-27T19:27:09.745297Z",1553,"/data/upload/6/5dcfd98e-frame_0000t_242.jpg",9.946000000000002,"2025-10-27T19:27:23.678801Z"
586,"1","dirty_bottle","2025-10-27T19:27:29.673235Z",1554,"/data/upload/6/978b4dc0-frame_0000t_243.jpg",4.349,"2025-10-27T19:27:29.673235Z"
587,"1","ok_bottle","2025-10-27T19:27:37.985425Z",1557,"/data/upload/6/cec438fd-frame_0000t_246.jpg",3.746,"2025-10-27T19:27:37.985425Z"
588,"1","ok_bottle","2025-10-27T19:27:52.132672Z",1559,"/data/upload/6/abe0ef3d-frame_0000t_248.jpg",4.501,"2025-10-27T19:27:52.132672Z"
589,"1","ok_bottle","2025-10-27T19:27:56.714570Z",1560,"/data/upload/6/8d249be5-frame_0000t_249.jpg",2.657,"2025-10-27T19:27:56.714570Z"
590,"1","dirty_bottle","2025-10-27T19:28:05.430574Z",1564,"/data/upload/6/baf11c44-frame_0000t_253.jpg",5.4,"2025-10-27T19:28:05.430574Z"
591,"1","dirty_bottle","2025-10-27T19:28:12.831914Z",1567,"/data/upload/6/e359d653-frame_0000t_256.jpg",3.796,"2025-10-27T19:28:12.831914Z"
592,"1","dirty_bottle","2025-10-27T19:28:19.361890Z",1568,"/data/upload/6/62aab93e-frame_0000t_257.jpg",4.929,"2025-10-27T19:28:19.361890Z"
593,"1","dirty_bottle","2025-10-27T19:28:28.547928Z",1570,"/data/upload/6/dd79ad3e-frame_0000t_259.jpg",6.272,"2025-10-27T19:28:28.547928Z"
594,"1","ok_bottle","2025-10-27T19:28:40.910401Z",1576,"/data/upload/6/df48ef4f-frame_0000t_265.jpg",4.54,"2025-10-27T19:28:40.910401Z"
595,"1","ok_bottle","2025-10-27T19:29:06.410518Z",1590,"/data/upload/6/6a527678-frame_0000t_279.jpg",5.657,"2025-10-27T19:29:06.410518Z"
596,"1","dirty_bottle","2025-10-27T19:29:14.854232Z",1593,"/data/upload/6/0c614f7d-frame_0000t_282.jpg",4.118,"2025-10-27T19:29:14.854232Z"
597,"1","dirty_bottle","2025-10-27T19:29:21.436802Z",1594,"/data/upload/6/08f34d60-frame_0000t_283.jpg",4.605,"2025-10-27T19:29:21.436802Z"
598,"1","ok_bottle","2025-10-27T19:29:29.000001Z",1597,"/data/upload/6/68cab16e-frame_0000t_286.jpg",4.513,"2025-10-27T19:29:29.000001Z"
599,"1","damaged_bottle","2025-10-27T19:29:37.025305Z",1600,"/data/upload/6/f038a3bc-frame_0000t_289.jpg",9.725999999999999,"2025-10-27T19:29:47.501378Z"
600,"1","damaged_bottle","2025-10-27T19:29:52.694715Z",1601,"/data/upload/6/9a5169f9-frame_0000t_290.jpg",3.728,"2025-10-27T19:29:52.694715Z"
601,"1","dirty_bottle","2025-10-27T19:30:02.480915Z",1604,"/data/upload/6/e71bd68f-frame_0000t_293.jpg",4.548,"2025-10-27T19:30:02.480915Z"
602,"1","dirty_bottle","2025-10-27T19:30:06.865329Z",1605,"/data/upload/6/ee847fc9-frame_0000t_294.jpg",2.712,"2025-10-27T19:30:06.865329Z"
603,"1","ok_bottle","2025-10-27T19:30:14.408392Z",1608,"/data/upload/6/9c567846-frame_0000t_297.jpg",4.324,"2025-10-27T19:30:14.408392Z"
604,"1","damaged_bottle","2025-10-27T19:30:25.480824Z",1610,"/data/upload/6/2d474225-frame_0000t_299.jpg",9.377,"2025-10-27T19:30:25.480824Z"
605,"1","damaged_bottle","2025-10-27T19:30:32.546199Z",1611,"/data/upload/6/58e090c7-frame_0000t_300.jpg",4.745,"2025-10-27T19:30:32.546199Z"
607,"1","ok_bottle","2025-10-27T19:30:58.887398Z",1621,"/data/upload/6/3119f7df-frame_0000t_310.jpg",4.182,"2025-10-27T19:30:58.887398Z"
606,"1","ok_bottle","2025-10-27T19:30:53.156969Z",1622,"/data/upload/6/f5d2aed3-frame_0000t_311.jpg",4.699,"2025-10-27T19:30:53.156969Z"
608,"1","ok_bottle","2025-10-27T19:31:05.491127Z",1625,"/data/upload/6/ccc83179-frame_0000t_314.jpg",3.698,"2025-10-27T19:31:05.491127Z"
609,"1","oldmark_bottle","2025-10-27T19:31:36.061499Z",1637,"/data/upload/6/86a023af-frame_0000t_326.jpg",4.785,"2025-10-27T19:31:36.061499Z"
610,"1","oldmark_bottle","2025-10-27T19:31:41.172077Z",1638,"/data/upload/6/706207a3-frame_0000t_327.jpg",3.411,"2025-10-27T19:31:41.172077Z"
611,"1","ok_bottle","2025-10-27T19:32:23.897473Z",1645,"/data/upload/6/8eb21772-frame_0000t_334.jpg",11.35,"2025-10-27T19:32:23.897473Z"
612,"1","oldmark_bottle","2025-10-27T19:32:57.100680Z",1663,"/data/upload/6/9f7f6698-frame_0000t_352.jpg",3.563,"2025-10-27T19:32:57.100680Z"
613,"1","oldmark_bottle","2025-10-27T19:33:04.352071Z",1664,"/data/upload/6/3c8448f7-frame_0000t_353.jpg",4.219,"2025-10-27T19:33:04.352071Z"
614,"1","ok_bottle","2025-10-27T19:33:17.721269Z",1667,"/data/upload/6/1ff62800-frame_0000t_356.jpg",6.95,"2025-10-27T19:33:17.721269Z"
615,"1","ok_bottle","2025-10-27T19:33:23.685421Z",1668,"/data/upload/6/f2602cac-frame_0000t_357.jpg",4.31,"2025-10-27T19:33:23.685421Z"
616,"1","damaged_bottle","2025-10-27T19:33:36.851945Z",1671,"/data/upload/6/15aef9ba-frame_0000t_360.jpg",5.247,"2025-10-27T19:33:36.851945Z"
617,"1","damaged_bottle","2025-10-27T19:34:17.958629Z",1695,"/data/upload/6/a489d15c-frame_0000t_384.jpg",4.2,"2025-10-27T19:34:17.958629Z"
618,"1","damaged_bottle","2025-10-27T19:34:26.617224Z",1696,"/data/upload/6/282f1ae0-frame_0000t_385.jpg",5.21,"2025-10-27T19:34:26.617224Z"
619,"1","ok_bottle","2025-10-27T19:34:34.418565Z",1699,"/data/upload/6/1c05a045-frame_0000t_388.jpg",3.476,"2025-10-27T19:34:34.418565Z"
620,"1","ok_bottle","2025-10-27T19:34:40.081432Z",1700,"/data/upload/6/39343472-frame_0000t_389.jpg",3.464,"2025-10-27T19:34:40.081432Z"
621,"1","damaged_bottle","2025-10-27T19:35:20.552628Z",1721,"/data/upload/6/aa0f6446-frame_0000t_410.jpg",6.026,"2025-10-27T19:35:20.552628Z"
622,"1","damaged_bottle","2025-10-27T19:35:25.248237Z",1722,"/data/upload/6/635a56a4-frame_0000t_411.jpg",2.929,"2025-10-27T19:35:25.248237Z"
624,"1","dirty_bottle","2025-10-27T19:35:40.170567Z",1726,"/data/upload/6/14afa21d-frame_0000t_415.jpg",3.383,"2025-10-27T19:35:40.170567Z"
623,"1","dirty_bottle","2025-10-27T19:35:34.785408Z",1727,"/data/upload/6/799b9881-frame_0000t_416.jpg",3.789,"2025-10-27T19:35:34.785408Z"
625,"1","ok_bottle","2025-10-27T19:35:47.174744Z",1729,"/data/upload/6/45654ea3-frame_0000t_418.jpg",4.671,"2025-10-27T19:35:47.174744Z"
626,"1","ok_bottle","2025-10-27T19:35:53.269299Z",1730,"/data/upload/6/2e31c88a-frame_0000t_419.jpg",4.351,"2025-10-27T19:35:53.271304Z"
627,"1","oldmark_bottle","2025-10-27T19:36:00.504757Z",1732,"/data/upload/6/95decde6-frame_0000t_421.jpg",3.853,"2025-10-27T19:36:00.504757Z"
628,"1","oldmark_bottle","2025-10-27T19:36:04.933598Z",1733,"/data/upload/6/483e6ef9-frame_0000t_422.jpg",2.65,"2025-10-27T19:36:04.933598Z"
629,"1","oldmark_bottle","2025-10-27T19:36:10.516681Z",1734,"/data/upload/6/a9472f6c-frame_0000t_423.jpg",2.735,"2025-10-27T19:36:10.516681Z"
630,"1","ok_bottle","2025-10-27T19:36:21.534790Z",1741,"/data/upload/6/e894ea0f-frame_0000t_430.jpg",3.885,"2025-10-27T19:36:21.534790Z"
631,"1","ok_bottle","2025-10-27T19:36:26.637515Z",1742,"/data/upload/6/ab2b136b-frame_0000t_431.jpg",3.142,"2025-10-27T19:36:26.637515Z"
